cve_id,vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,vector,complexity,severity,cloud_component,vulnerability_category
CVE-2019-1653,cisco,RV320 and RV325 Routers,Cisco RV320 and RV325 Routers Improper Access Control Vulnerability (COVID-19-CTI list),03-11-2021,"A vulnerability in the web-based management interface of Cisco Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers could allow an unauthenticated, remote attacker to retrieve sensitive information. The vulnerability is due to improper access controls for URLs. An attacker could exploit this vulnerability by connecting to an affected device via HTTP or HTTPS and requesting specific URLs. A successful exploit could allow the attacker to download the router configuration or detailed diagnostic information.",Apply updates per vendor instructions.,03-05-2022,24-01-2019,7.5,CWE-200,NETWORK,LOW,HIGH,Management and Governance,Configuration
CVE-2018-0296,cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Cisco Adaptive Security Appliance Firepower Threat Defense Denial-of-Service/Directory Traversal vulnerability,03-11-2021,"A vulnerability in the web interface of the Cisco Adaptive Security Appliance (ASA) could allow an unauthenticated, remote attacker to cause an affected device to reload unexpectedly, resulting in a denial of service (DoS) condition. It is also possible on certain software releases that the ASA will not reload, but an attacker could view sensitive system information without authentication by using directory traversal techniques. The vulnerability is due to lack of proper input validation of the HTTP URL. An attacker could exploit this vulnerability by sending a crafted HTTP request to an affected device. An exploit could allow the attacker to cause a DoS condition or unauthenticated disclosure of information. This vulnerability applies to IPv4 and IPv6 HTTP traffic. This vulnerability affects Cisco ASA Software and Cisco Firepower Threat Defense (FTD) Software that is running on the following Cisco products: 3000 Series Industrial Security Appliance (ISA), ASA 1000V Cloud Firewall, ASA 5500 Series Adaptive Security Appliances, ASA 5500-X Series Next-Generation Firewalls, ASA Services Module for Cisco Catalyst 6500 Series Switches and Cisco 7600 Series Routers, Adaptive Security Virtual Appliance (ASAv), Firepower 2100 Series Security Appliance, Firepower 4100 Series Security Appliance, Firepower 9300 ASA Security Module, FTD Virtual (FTDv). Cisco Bug IDs: CSCvi16029.",Apply updates per vendor instructions.,03-05-2022,07-06-2018,7.5,CWE-22,NETWORK,LOW,HIGH,Management and Governance,Network
CVE-2019-13608,citrix,StoreFront Server,Citrix StoreFront Server Multiple Versions XML External Entity (XXE),03-11-2021,Citrix StoreFront Server contains a XXE processing vulnerability that could allow an unauthenticated attacker to retrieve potentially sensitive information.,Apply updates per vendor instructions.,03-05-2022,29-08-2019,7.5,CWE-611,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2020-8193,citrix,"Application Delivery Controller (ADC), Gateway, and SDWAN WANOP","Citrix ADC, Citrix Gateway, Citrix SDWAN WANOP Unauthenticated Authorization Bypass",03-11-2021,"Improper access control in Citrix ADC and Citrix Gateway versions before 13.0-58.30, 12.1-57.18, 12.0-63.21, 11.1-64.14 and 10.5-70.18 and Citrix SDWAN WAN-OP versions before 11.1.1a, 11.0.3d and 10.2.7 allows unauthenticated access to certain URL endpoints.",Apply updates per vendor instructions.,03-05-2022,10-07-2020,6.5,CWE-862,NETWORK,LOW,MEDIUM,Management and Governance,Access Control
CVE-2020-8195,citrix,"Application Delivery Controller (ADC), Gateway, and SDWAN WANOP","Citrix ADC, Citrix Gateway, Citrix SDWAN WANOP Unauthenticated Authorization Bypass",03-11-2021,"Application Delivery Controller (ADC), Gateway, and SDWAN WANOP",Apply updates per vendor instructions.,03-05-2022,10-07-2020,6.5,CWE-20,NETWORK,LOW,MEDIUM,Management and Governance,Application
CVE-2020-8196,citrix,"Application Delivery Controller (ADC), Gateway, and SDWAN WANOP","Citrix ADC, Citrix Gateway, Citrix SDWAN WANOP Unauthenticated Authorization Bypass",03-11-2021,"Improper access control in Citrix ADC and Citrix Gateway versions before 13.0-58.30, 12.1-57.18, 12.0-63.21, 11.1-64.14 and 10.5-70.18 and Citrix SDWAN WAN-OP versions before 11.1.1a, 11.0.3d and 10.2.7 resulting in limited information disclosure to low privileged users.",Apply updates per vendor instructions.,03-05-2022,10-07-2020,4.3,CWE-862,NETWORK,LOW,MEDIUM,Management and Governance,Data
CVE-2019-19781,citrix,Application Delivery Controller (ADC) and Gateway,Citrix Application Delivery Controller and Citrix Gateway Vulnerability,03-11-2021,"Issue in Citrix Application Delivery Controller (ADC) and Gateway 10.5, 11.1, 12.0, 12.1, and 13.0 allowing Directory Traversal.",Apply updates per vendor instructions.,03-05-2022,27-12-2019,9.8,CWE-22,NETWORK,LOW,CRITICAL,Management and Governance,Application
CVE-2019-11634,citrix,Workspace (for Windows),Citrix Workspace (for Windows) Prior to 1904 Improper Access Control,03-11-2021,Citrix Workspace app and Receiver for Windows prior to version 1904 contains an incorrect access control vulnerability which allows for code execution.,Apply updates per vendor instructions.,03-05-2022,22-05-2019,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,Management and Governance,Application
CVE-2020-29557,d-link,DIR-825 R1,D-Link DIR-825 R1 Through 3.0.1 Before 11/2020 Buffer Overflow,03-11-2021,D-Link DIR-825 R1 devices through 3.0.1 before 2020-11-20 contain a vulnerability in the web interface allowing for remote code execution.,Apply updates per vendor instructions.,03-05-2022,29-01-2021,9.8,CWE-120,NETWORK,LOW,CRITICAL,SaaS,Application
CVE-2020-25506,d-link,DNS-320,D-Link DNS-320 Command Injection Remote Code Execution Vulnerability,03-11-2021,"D-Link DNS-320 FW v2.06B01 Revision Ax is affected by command injection in the system_mgr.cgi component, which can lead to remote arbitrary code execution.",Apply updates per vendor instructions.,03-05-2022,02-02-2021,9.8,CWE-78,NETWORK,LOW,CRITICAL,IaaS,Network
CVE-2018-15811,dnn,DotNetNuke (DNN),DotNetNuke 9.2-9.2.2 Encryption Algorithm Vulnerability,03-11-2021,DNN (aka DotNetNuke) 9.2 through 9.2.1 uses a weak encryption algorithm to protect input parameters.,Apply updates per vendor instructions.,03-05-2022,03-07-2019,7.5,CWE-326,NETWORK,LOW,HIGH,Management and Governance,Cryptography
CVE-2018-18325,dnn,DotNetNuke (DNN),DotNetNuke 9.2-9.2.2 Encryption Algorithm Vulnerability,03-11-2021,DNN (aka DotNetNuke) 9.2 through 9.2.2 uses a weak encryption algorithm to protect input parameters. NOTE: this issue exists because of an incomplete fix for CVE-2018-15811.,Apply updates per vendor instructions.,03-05-2022,03-07-2019,7.5,CWE-326,NETWORK,LOW,HIGH,Management and Governance,Cryptography
CVE-2017-9822,dnn,DotNetNuke (DNN),DotNetNuke before 9.1.1 Remote Code Execution Vulnerability,03-11-2021,"DNN (aka DotNetNuke) before 9.1.1 has Remote Code Execution via a cookie, aka ""2017-08 (Critical) Possible remote code execution on DNN sites.""",Apply updates per vendor instructions.,03-05-2022,20-07-2017,8.8,CWE-20,NETWORK,LOW,HIGH,Management and Governance,Network
CVE-2019-15752,docker,Desktop Community Edition,Docker Desktop Community Edition Privilege Escalation Vulnerability,03-11-2021,"Docker Desktop Community Edition before 2.1.0.1 allows local users to gain privileges by placing a Trojan horse docker-credential-wincred.exe file in %PROGRAMDATA%\DockerDesktop\version-bin\ as a low-privilege user, and then waiting for an admin or service user to authenticate with Docker, restart Docker, or run 'docker login' to force the command.",Apply updates per vendor instructions.,03-05-2022,28-08-2019,7.8,CWE-732,LOCAL,LOW,HIGH,Management and Governance,Data
CVE-2020-8515,draytek,Vigor Router(s),DrayTek Vigor Router Vulnerability,03-11-2021,"DrayTek Vigor2960 1.3.1_Beta, Vigor3900 1.4.4_Beta, and Vigor300B 1.3.3_Beta, 1.4.2.1_Beta, and 1.4.4_Beta devices allow remote code execution as root (without authentication) via shell metacharacters to the cgi-bin/mainfunction.cgi URI.",Apply updates per vendor instructions.,03-05-2022,01-02-2020,9.8,CWE-78,NETWORK,LOW,CRITICAL,Management and Governance,Application
CVE-2018-7600,drupal,Drupal,Drupal module configuration vulnerability,03-11-2021,"Drupal before 7.58, 8.x before 8.3.9, 8.4.x before 8.4.6, and 8.5.x before 8.5.1 allows remote attackers to execute arbitrary code because of an issue affecting multiple subsystems with default or common module configurations.",Apply updates per vendor instructions.,03-05-2022,29-03-2018,9.8,CWE-20,NETWORK,LOW,CRITICAL,Management and Governance,Configuration
CVE-2021-22205,exiftool,ExifTool,GitLab Community and Enterprise Editions From 11.9 Remote Code Execution Vulnerability,03-11-2021,Anyone with the ability to upload an image that goes through the GitLab Workhorse could achieve Remote Code Execution via a specially crafted file.,Apply updates per vendor instructions.,17-11-2021,23-04-2021,10.0,CWE-20,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2018-6789,exim,Exim,Exim Buffer Overflow Vulnerability,03-11-2021,"Issue in the base64d function in the SMTP listener in Exim before 4.90.1. By sending a handcrafted message, a buffer overflow may happen. This can be used to execute code remotely.",Apply updates per vendor instructions.,03-05-2022,08-02-2018,9.8,CWE-119,NETWORK,LOW,CRITICAL,SaaS,Application
CVE-2020-8657,eyesofnetwork,EyesOfNetwork,EyesOfNetwork 5.3 Insufficient Credential Protection,03-11-2021,"Issue in EyesOfNetwork 5.3. The installation uses the same API key (hardcoded as EONAPI_KEY in include/api_functions.php for API version 2.4.2) by default for all installations, hence allowing an attacker to calculate/guess the admin access token.",Apply updates per vendor instructions.,03-05-2022,06-02-2020,9.8,CWE-798,NETWORK,LOW,CRITICAL,IaaS,IAM
CVE-2020-8655,eyesofnetwork,EyesOfNetwork,EyesOfNetwork 5.3 Privilege Escalation Vulnerability,03-11-2021,"Issue in EyesOfNetwork 5.3. The sudoers configuration is prone to a privilege escalation vulnerability, allowing the apache user to run arbitrary commands as root via a crafted NSE script for nmap 7.",Apply updates per vendor instructions.,03-05-2022,07-02-2020,7.8,CWE-269,LOCAL,LOW,HIGH,IaaS,Network
CVE-2020-5902,f5,BIG-IP,F5 BIG-IP Traffic Management User Interface Remote Code Execution Vulnerability,03-11-2021,"In BIG-IP versions 15.0.0-15.1.0.3, 14.1.0-14.1.2.5, 13.1.0-13.1.3.3, 12.1.0-12.1.5.1, and 11.6.1-11.6.5.1, the Traffic Management User Interface (TMUI), also referred to as the Configuration utility, has a Remote Code Execution (RCE) vulnerability in undisclosed pages.",Apply updates per vendor instructions.,03-05-2022,01-07-2020,9.8,"CWE-22,CWE-829",NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2021-22986,f5,BIG-IP,F5 iControl REST unauthenticated Remote Code Execution Vulnerability,03-11-2021,The iControl REST interface has an unauthenticated remote command execution vulnerability.,Apply updates per vendor instructions.,17-11-2021,31-03-2021,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2021-35464,forgerock,Access Management server,ForgeRock Access Management Remote Code Execution Vulnerability,03-11-2021,"ForgeRock AM server before 7.0 has a Java deserialization vulnerability in the jato.pageSession parameter on multiple pages. The exploitation does not require authentication, and remote code execution can be triggered by sending a single crafted /ccversion/* request to the server.",Apply updates per vendor instructions.,17-11-2021,22-07-2021,9.8,CWE-502,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2019-5591,fortinet,FortiOS,Fortinet FortiOS Default Configuration Vulnerability,03-11-2021,A Default Configuration vulnerability in FortiOS may allow an unauthenticated attacker on the same subnet to intercept sensitive information by impersonating the LDAP server.,Apply updates per vendor instructions.,03-05-2022,14-08-2020,6.5,CWE-306,ADJACENT_NETWORK,LOW,MEDIUM,Management and Governance,Application
CVE-2020-12812,fortinet,FortiOS,Fortinet FortiOS SSL VPN 2FA Authentication Vulnerability,03-11-2021,"An improper authentication vulnerability in SSL VPN in FortiOS 6.4.0, 6.2.0 to 6.2.3, 6.0.9 and below may result in a user being able to log in successfully without being prompted for the second factor of authentication (FortiToken) if they changed the case of their username.",Apply updates per vendor instructions.,03-05-2022,24-07-2020,9.8,CWE-287,NETWORK,LOW,CRITICAL,Management and Governance,IAM
CVE-2018-13379,fortinet,FortiOS,Fortinet FortiOS SSL VPN credential exposure vulnerability,03-11-2021,"An Improper Limitation of a Pathname to a Restricted Directory (""Path Traversal"") in Fortinet FortiOS 6.0.0 to 6.0.4, 5.6.3 to 5.6.7 and 5.4.6 to 5.4.12 and FortiProxy 2.0.0, 1.2.0 to 1.2.8, 1.1.0 to 1.1.6, 1.0.0 to 1.0.7 under SSL VPN web portal allows an unauthenticated attacker to download system files via special crafted HTTP resource requests.",Apply updates per vendor instructions.,03-05-2022,04-06-2019,9.8,CWE-22,NETWORK,LOW,CRITICAL,Management and Governance,IAM
